"UMAP_1"	"UMAP_2"
"EUEE14DMSORP7_22"	2.69713997138787	0.547251677507359
"EUEE14DMSORP7_23"	2.1784526039486	-2.80085077286343
"EUEE14DMSORP7_24"	-2.05321944462012	-4.12394645214657
"EUEE14DMSORP7_25"	2.01884912742425	-0.734064543252986
"EUEE14DMSORP7_26"	-4.17526210056495	1.7067081689777
"EUEE14DMSORP7_27"	5.51008497966577	-4.51117160320858
"EUEE14DMSORP7_28"	-1.09274638401221	-1.38546764255146
"EUEE14DMSORP7_29"	5.19605957759667	-4.47113587856869
"EUEE14DMSORP7_30"	-6.16381228672217	-0.146608495718044
"EUEE14DMSORP7_31"	-3.52220595585059	3.34406325816532
"EUEE14DMSORP7_32"	2.67402791274835	0.0490668773593488
"EUEE14DMSORP7_33"	2.82105981601525	-4.09167029858212
"EUEE14DMSORP7_34"	-2.46746147381019	4.67095372676273
"EUEE14DMSORP7_35"	-3.18031800495338	4.70076558589359
"EUEE14DMSORP7_36"	2.44673251403619	1.0588433504047
"EUEE14DMSORP7_37"	1.69587492240716	-0.298874402051967
"EUEE14DMSORP7_38"	2.82324134601403	-2.11180266142468
"EUEE14DMSORP7_39"	1.66554950965692	-0.493196451669734
"EUEE14DMSORP7_40"	4.32174002422143	-3.19097628594021
"EUEE14DMSORP7_41"	-5.35721028553199	1.96082613467594
"EUEE14DMSORP7_43"	2.68912994159509	2.95346305369754
"EUEE14DMSORP7_44"	2.19432257903863	0.912872529024083
"EUEE14DMSORP7_45"	4.42053782237817	-2.9944397449551
"EUEE14DMSORP7_47"	2.32250522865106	0.410054302209813
"EUEE14DMSORP7_48"	2.65243136180688	-0.560733520990413
"EUEE14DMSORP7_49"	-2.9402350257511	-4.63134577274899
"EUEE14DMSORP7_50"	-3.65701640354346	4.05424020289798
"EUEE14DMSORP7_51"	2.06779395831872	-0.22818436623196
"EUEE14DMSORP7_53"	5.56140648616601	-4.15554096699337
"EUEE14DMSORP7_54"	-1.24027503238868	-3.3215916395245
"EUEE14DMSORP7_55"	-2.87693131672095	4.55221793651004
"EUEE14DMSORP7_56"	-5.01153243290137	0.972610211366612
"EUEE14DMSORP7_57"	2.59533511890222	1.22434971331974
"EUEE14DMSORP7_58"	-2.4199200938816	-4.59802415371518
"EUEE14DMSORP7_59"	-2.97670281635474	4.82205102443119
"EUEE14DMSORP7_60"	5.02504431499291	-3.62252905369381
"EUEE14DMSORP7_61"	4.57079755557824	-2.76994814873318
"EUEE14DMSORP7_62"	-5.46554625736426	0.827978825563389
"EUEE14DMSORP7_63"	4.33250867618371	-3.3943398237286
"EUEE14DMSORP7_64"	-4.24268401371192	1.57066223620792
"EUEE14DMSORP7_66"	3.40308129085351	-4.72089436054806
"EUEE14DMSORP7_67"	2.34521352542687	-0.132516884809535
"EUEE14DMSORP7_68"	3.03201519740869	0.94814107417484
"EUEE14DMSORP7_69"	2.97893821491052	-1.47907795906643
"EUEE14DMSORP7_70"	-6.54442990528297	-0.551808381086391
"EUEE14DMSORP7_72"	-2.61103451954078	0.1073816776218
"EUEE14DMSORP7_73"	-2.67545808063697	-4.45328309536557
"EUEE14DMSORP7_74"	-2.64908874736976	4.10680053233524
"EUEE14DMSORP7_75"	-5.01109278904151	2.64603278636356
"EUEE14DMSORP7_76"	6.20470892680932	-3.76882436276059
"EUEE14DMSORP7_77"	2.1746878553753	-2.77460565567593
"EUEE14DMSORP7_78"	-2.202203638422	-4.24506022930722
"EUEE14DMSORP7_79"	3.10486542476464	-2.5689574718533
"EUEE14DMSORP7_80"	-6.72734606968116	-0.613142156606716
"EUEE14DMSORP7_81"	-3.67821372257422	2.83546016215702
"EUEE14DMSORP7_82"	3.68141209377099	-4.61395170689206
"EUEE14DMSORP7_83"	-4.92883313404273	1.64205286502262
"EUEE14DMSORP7_84"	-2.24022615657996	-4.36363365650753
"EUEE14DMSORP7_85"	2.69785260452081	3.64068887233158
"EUEE14DMSORP7_86"	-0.277107603418341	-1.38233859986643
"EUEE14DMSORP7_87"	2.96579312576104	3.07821319102665
"EUEE14DMSORP7_88"	2.82721590293694	2.56616899966617
"EUEE14DMSORP7_89"	-2.63166344867896	0.931761956209141
"EUEE14DMSORP7_90"	-5.875783092844	0.39986751078983
"EUEE14DMSORP7_91"	3.3606465984707	-2.38720943928341
"EUEE14DMSORP7_92"	2.41074823631097	0.372367835039097
"EUEE14DMSORP7_93"	2.48688494457055	-4.40063812733273
"EUEE14DMSORP7_94"	4.54977380527307	-4.43849756718258
"EUEE14DMSORP7_95"	4.4520236183529	-4.07572224140744
"EUEE14DMSORP7_96"	1.84713625205804	-3.08773210049252
"EUEE14DMSORP8_97"	2.83275210155297	3.22222182750126
"EUEE14DMSORP8_99"	-4.56703150974464	1.58967063426395
"EUEE14DMSORP8_100"	-2.75645673977088	4.97482535838504
"EUEE14DMSORP8_101"	3.50457441104699	1.56052968501468
"EUEE14DMSORP8_102"	3.84448658717919	-2.90438833237271
"EUEE14DMSORP8_103"	-1.50687206493567	-1.39090387672762
"EUEE14DMSORP8_104"	-3.61844361530494	3.1265125036182
"EUEE14DMSORP8_105"	-2.31941140400123	0.591629481309849
"EUEE14DMSORP8_106"	2.7528026033764	-0.922245645528835
"EUEE14DMSORP8_108"	5.24887453807641	-3.6164188623486
"EUEE14DMSORP8_109"	6.27368675960351	-1.73159467578511
"EUEE14DMSORP8_110"	-4.1125880550022	2.4218210935535
"EUEE14DMSORP8_111"	-2.81854069935035	-4.45512082577328
"EUEE14DMSORP8_112"	-6.66179717289161	-0.589506471162837
"EUEE14DMSORP8_115"	-2.84745729671668	-4.65944674015622
"EUEE14DMSORP8_116"	2.20354282153893	3.83071658610721
"EUEE14DMSORP8_117"	5.15223728908349	-3.27310779095272
"EUEE14DMSORP8_118"	-4.54305947529029	2.2460922956409
"EUEE14DMSORP8_119"	-4.45489180790137	3.10313699244877
"EUEE14DMSORP8_120"	-0.0585110257739927	-1.27800012156944
"EUEE14DMSORP8_121"	2.05527996314813	-3.99456837177853
"EUEE14DMSORP8_122"	2.76363670123864	0.801356530183751
"EUEE14DMSORP8_123"	-0.923462397920599	-1.51143408716301
"EUEE14DMSORP8_124"	-3.32630742298316	3.81031558513065
"EUEE14DMSORP8_125"	-5.25785792576026	0.860370135301548
"EUEE14DMSORP8_126"	-5.58581269489478	-2.34447875023465
"EUEE14DMSORP8_127"	-1.76869190441321	-1.07229297757725
"EUEE14DMSORP8_128"	-3.01886976467322	0.718355393403965
"EUEE14DMSORP8_129"	-0.461206681596747	-1.3109044289274
"EUEE14DMSORP8_130"	2.56230055583764	1.71923730372806
"EUEE14DMSORP8_131"	3.98392426265527	-4.38431694508175
"EUEE14DMSORP8_132"	-2.43925226436805	-4.39964416027645
"EUEE14DMSORP8_134"	2.75306391013909	2.85142180919071
"EUEE14DMSORP8_135"	-4.27956116901588	2.74953362941166
"EUEE14DMSORP8_136"	3.45568715823937	-1.8844515919743
"EUEE14DMSORP8_137"	3.4233792950039	-3.51683189869503
"EUEE14DMSORP8_138"	3.16354119075585	-2.74551656246762
"EUEE14DMSORP8_139"	4.63408052219201	-3.95863821507077
"EUEE14DMSORP8_140"	-4.55568183170508	1.15871689319034
"EUEE14DMSORP8_141"	-5.088101036417	1.27465984820743
"EUEE14DMSORP8_142"	4.29898630870629	-4.17200353146176
"EUEE14DMSORP8_143"	-4.13112700687598	1.57432219981571
"EUEE14DMSORP8_144"	2.68772267593194	-0.336630249029201
"EUEE14DMSORP8_146"	-3.78034985767554	3.3066620588245
"EUEE14DMSORP8_147"	3.64069782985497	-2.60039331913571
"EUEE14DMSORP8_148"	1.71068214668084	0.414097881311375
"EUEE14DMSORP8_149"	2.6166473556881	3.68375442027469
"EUEE14DMSORP8_150"	-4.54266083942603	1.60934684276004
"EUEE14DMSORP8_152"	2.33772908939172	-4.57421162129025
"EUEE14DMSORP8_153"	-5.6548997233982	-2.47360887528042
"EUEE14DMSORP8_154"	-3.49985373722266	3.24700639247318
"EUEE14DMSORP8_155"	-2.79667056308936	-0.189555788045925
"EUEE14DMSORP8_156"	2.23472427619744	-3.34636929035763
"EUEE14DMSORP8_157"	5.39620053066064	-3.58551075459103
"EUEE14DMSORP8_158"	2.72807239784051	-0.517858648305934
"EUEE14DMSORP8_159"	-4.21727669941138	2.43917844294925
"EUEE14DMSORP8_160"	-6.13265526996802	0.157942867273289
"EUEE14DMSORP8_162"	4.10393940700341	-3.05204501152615
"EUEE14DMSORP8_163"	3.08921562923242	-4.80507757664303
"EUEE14DMSORP8_164"	5.48749481929589	-4.17484405041317
"EUEE14DMSORP8_165"	-1.16704142795753	-3.51015546322445
"EUEE14DMSORP8_166"	-5.78072942005347	-2.3606826305447
"EUEE14DMSORP8_167"	4.2139168907528	-3.01651694775204
"EUEE14DMSORP8_168"	-2.87950695263099	-4.65697267056088
"EUEE14DMSORP8_169"	3.75593745006371	1.04536292552372
"EUEE14DMSORP8_170"	4.23528181804467	-3.89214541912655
"EUEE14DMSORP8_172"	4.59707032932092	-3.75448873043637
"EUEE14DMSORP8_173"	4.2978750397091	-3.74043467045407
"EUEE14DMSORP8_174"	3.18637000812341	1.80783317088504
"EUEE14DMSORP8_175"	-4.25684560047339	2.32038424014469
"EUEE14DMSORP8_176"	-2.76360476719092	0.271196103090245
"EUEE14DMSORP8_178"	2.16829585326959	3.82402989863773
"EUEE14DMSORP8_179"	-6.05818618045997	-0.127139472967189
"EUEE14DMSORP8_180"	2.80926584495355	2.62107059955021
"EUEE14DMSORP8_181"	-2.80869997249793	4.10686967372318
"EUEE14DMSORP8_182"	3.56019865764428	1.5143937826099
"EUEE14DMSORP8_183"	-3.33413136707496	3.66427800654789
"EUEE14DMSORP8_184"	-4.68120921360206	2.82886359691043
"EUEE14DMSORP8_186"	-2.44965065227698	0.280760502809483
"EUEE14DMSORP8_188"	4.8007157970791	-3.57643296719174
"EUEE14DMSORP8_189"	-3.1371299098606	4.37197921275516
"EUEE14DMSORP8_190"	3.07306420100976	2.27122781276127
"EUEE14DMSORP8_191"	-5.56721699939918	-2.5828335523663
"EUEE14DMSORP8_192"	4.48066150440026	-3.83334281445126
"EUEE14EPZRP10_97"	-0.212483293878546	-1.0760724932013
"EUEE14EPZRP10_98"	0.837223969829569	3.25521371364017
"EUEE14EPZRP10_99"	1.6410751272564	2.10999462603946
"EUEE14EPZRP10_100"	-3.05369675861548	-0.0900318861065326
"EUEE14EPZRP10_101"	-5.24659407840919	0.928618884080845
"EUEE14EPZRP10_102"	0.934926830661783	3.80738923549076
"EUEE14EPZRP10_103"	0.392690234315882	1.0262608289661
"EUEE14EPZRP10_104"	-1.4502562354679	-0.934632384782833
"EUEE14EPZRP10_105"	-3.59126151310157	2.02939555644413
"EUEE14EPZRP10_106"	5.60296856654931	-1.91592206955532
"EUEE14EPZRP10_107"	-2.89113486515235	1.3705241441669
"EUEE14EPZRP10_108"	5.38164555324365	-3.10561349392514
"EUEE14EPZRP10_109"	5.59332024349023	-2.3019497633038
"EUEE14EPZRP10_110"	2.88055729163934	1.85203359126468
"EUEE14EPZRP10_111"	6.11937796367455	-1.45016824603657
"EUEE14EPZRP10_112"	-2.7615743945713	0.623524999612767
"EUEE14EPZRP10_113"	-1.58521021114539	0.557245111459691
"EUEE14EPZRP10_114"	-0.833850986825934	-3.22169079781155
"EUEE14EPZRP10_115"	5.81004273189355	-1.24571465477924
"EUEE14EPZRP10_116"	5.18513094676782	-3.52000310421566
"EUEE14EPZRP10_117"	2.25531303180505	3.01127622126957
"EUEE14EPZRP10_118"	-0.643858201372137	-1.14265731871704
"EUEE14EPZRP10_119"	2.29614316715051	-4.63817837238888
"EUEE14EPZRP10_120"	-4.74630273090552	1.71852204799076
"EUEE14EPZRP10_121"	-3.6000844310398	1.70681188105961
"EUEE14EPZRP10_123"	0.284160606992731	0.351380681985814
"EUEE14EPZRP10_124"	1.47925742758561	3.43454692363163
"EUEE14EPZRP10_125"	-2.2807849715824	0.93971798419376
"EUEE14EPZRP10_126"	-6.19805539356422	-0.28453841209988
"EUEE14EPZRP10_127"	1.29843216432382	-0.361171507841152
"EUEE14EPZRP10_128"	-0.0532392333621885	3.40234897136112
"EUEE14EPZRP10_129"	6.71881472362328	-2.99553146362881
"EUEE14EPZRP10_130"	-0.438583261835089	-3.29912569523434
"EUEE14EPZRP10_131"	0.194565765989313	1.13673017024418
"EUEE14EPZRP10_132"	0.366565399301538	3.32553861140628
"EUEE14EPZRP10_133"	-1.63992751346778	2.2522597074451
"EUEE14EPZRP10_134"	1.67484401954461	0.986939644807774
"EUEE14EPZRP10_135"	-3.78823674427222	3.43181083201786
"EUEE14EPZRP10_136"	5.43054997218896	-3.17996015549282
"EUEE14EPZRP10_137"	-6.71053612934302	-0.660145187383693
"EUEE14EPZRP10_138"	-0.422835237848272	-1.04366456866841
"EUEE14EPZRP10_139"	-1.81187260853004	-0.728003942972225
"EUEE14EPZRP10_140"	6.43125759853173	-2.39221646786312
"EUEE14EPZRP10_141"	1.52835684312631	2.43155858516117
"EUEE14EPZRP10_142"	-1.23967731701087	3.231597876543
"EUEE14EPZRP10_143"	1.76955013765145	2.02052614688297
"EUEE14EPZRP10_144"	-3.47762215839576	1.36742017268558
"EUEE14EPZRP10_145"	-1.32525408970069	0.967940068239171
"EUEE14EPZRP10_146"	6.44987522853661	-3.55003097057919
"EUEE14EPZRP10_147"	0.649285458457956	0.299400067323643
"EUEE14EPZRP10_149"	0.606177322996149	0.407923793786961
"EUEE14EPZRP10_150"	-3.84075415836524	1.56229279040714
"EUEE14EPZRP10_151"	2.20707606567193	2.36742136477848
"EUEE14EPZRP10_152"	6.82555042995263	-2.82988729477505
"EUEE14EPZRP10_153"	-2.41807378040504	-0.159342193609279
"EUEE14EPZRP10_155"	6.07490669978906	-2.32429184914212
"EUEE14EPZRP10_156"	5.07588898433495	-3.90729119778256
"EUEE14EPZRP10_157"	-1.05986273990821	-3.28056850433926
"EUEE14EPZRP10_158"	4.81976377261926	-4.12489702702145
"EUEE14EPZRP10_159"	-1.00413621174048	-1.23892717213015
"EUEE14EPZRP10_160"	-1.35454118953895	3.70514199733158
"EUEE14EPZRP10_161"	1.1410433728819	3.34392259120365
"EUEE14EPZRP10_162"	-0.306688196527472	1.34208343028446
"EUEE14EPZRP10_163"	-1.73380292164039	3.52471349238773
"EUEE14EPZRP10_164"	2.58907746566583	2.43552682399173
"EUEE14EPZRP10_165"	0.278469138277063	2.67816612719913
"EUEE14EPZRP10_166"	-5.62868035541724	-2.41470696926693
"EUEE14EPZRP10_167"	0.263799660337457	2.2766647100391
"EUEE14EPZRP10_168"	-0.344111568796148	1.24444649218937
"EUEE14EPZRP10_169"	-0.519081122743597	1.16054866313358
"EUEE14EPZRP10_170"	1.62725430024911	2.97508475779911
"EUEE14EPZRP10_172"	-1.3667486976261	2.79408595561405
